Trade #,Type       ,Signal     ,Date/Time          ,Price  ,Contracts,Profit    ,ProfitPerc,ProfitEqPerc,ProfitEq ,RunUpPerc,RunUp    ,DrawdownPerc,Drawdown
       ,Exit Long  ,Enter Short,2019-12-27 09:00:00,7204.7 ,2096.573 ,138583.5  ,0         ,0           ,15310253 ,0.1      ,1157098.6,0           ,47172.9
257    ,Entry Short,Enter Short,2019-12-27 09:00:00,7204.7 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2019-12-29 09:00:00,7292.7 ,2104.0136,-185153.2 ,-0        ,-0          ,15125100 ,0        ,567873.3 ,0           ,305713.2
258    ,Entry Long ,Enter Long ,2019-12-29 09:00:00,7292.7 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-01-01 01:00:00,7197.4 ,2048.2178,-195195.2 ,-0        ,-0          ,14929905 ,0        ,488909.6 ,0           ,374209.4
259    ,Entry Short,Enter Short,2020-01-01 01:00:00,7197.4 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-01-04 17:00:00,7305.1 ,2053.8689,-221201.7 ,-0        ,-0          ,14708703 ,0        ,692975.4 ,0           ,410568.4
260    ,Entry Long ,Enter Long ,2020-01-04 17:00:00,7305.1 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-01-21 17:00:00,8637.6 ,1984.1493,2643879   ,0.2       ,0.2         ,17352582 ,0.3      ,3730002.2,0           ,89485.1
261    ,Entry Short,Enter Short,2020-01-21 17:00:00,8637.6 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-01-28 01:00:00,8723.6 ,1989.0098,-171054.8 ,-0        ,-0          ,17181528 ,0        ,840157.8 ,0           ,679047.9
262    ,Entry Long ,Enter Long ,2020-01-28 01:00:00,8723.6 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-02-05 17:00:00,9281.9 ,1898.8625,1060134.9 ,0.1       ,0.1         ,18241662 ,0.1      ,1683151.8,0           ,0
263    ,Entry Short,Enter Short,2020-02-05 17:00:00,9281.9 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-02-06 01:00:00,9431.3 ,1945.223 ,-290616.3 ,-0        ,-0          ,17951046 ,0        ,0        ,0.1         ,939737.3
264    ,Entry Long ,Enter Long ,2020-02-06 01:00:00,9431.3 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-02-16 17:00:00,9964.6 ,1825.0235,973285.1  ,0.1       ,0.1         ,18924330 ,0.1      ,1980698  ,0           ,18.7
265    ,Entry Short,Enter Short,2020-02-16 17:00:00,9964.6 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-02-24 17:00:00,9802   ,1880.5493,305777.3  ,0         ,0           ,19230108 ,0.1      ,1163307.8,0           ,630736.3
266    ,Entry Long ,Enter Long ,2020-02-24 17:00:00,9802   ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-02-25 01:00:00,9725.8 ,1964.0096,-149657.5 ,-0        ,-0          ,19080450 ,0        ,38.1     ,0           ,622591.1
267    ,Entry Short,Enter Short,2020-02-25 01:00:00,9725.8 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-03-05 17:00:00,8904   ,1942.3059,1596187   ,0.1       ,0.1         ,20676638 ,0.1      ,2565397.8,0           ,18.8
268    ,Entry Long ,Enter Long ,2020-03-05 17:00:00,8904   ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-03-09 01:00:00,8479.6 ,2248.6759,-954338.1 ,-0        ,-0          ,19722300 ,0        ,694840.9 ,0.1         ,2025832.1
269    ,Entry Short,Enter Short,2020-03-09 01:00:00,8479.6 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-03-20 09:00:00,6018.7 ,2305.2137,5672900.5 ,0.3       ,0.3         ,25395200 ,0.5      ,10526758 ,0           ,0
270    ,Entry Long ,Enter Long ,2020-03-20 09:00:00,6018.7 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-03-29 10:00:00,6235   ,3956.1414,855713.4  ,0         ,0           ,26250914 ,0.2      ,3961284.5,0.1         ,1339945.1
271    ,Entry Short,Enter Short,2020-03-29 10:00:00,6235   ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-04-02 02:00:00,6388.2 ,4169.7005,-638798.1 ,-0        ,-0          ,25612116 ,0.1      ,1601165  ,0.1         ,1980607.8
272    ,Entry Long ,Enter Long ,2020-04-02 02:00:00,6388.2 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-04-11 18:00:00,6888.5 ,3901.1929,1951766.8 ,0.1       ,0.1         ,27563882 ,0.2      ,4239426.5,0           ,110.8
273    ,Entry Short,Enter Short,2020-04-11 18:00:00,6888.5 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-04-17 18:00:00,7046.8 ,3961.9295,-627173.4 ,-0        ,-0          ,26936708 ,0.1      ,1623994.9,0           ,1299512.9
274    ,Entry Long ,Enter Long ,2020-04-17 18:00:00,7046.8 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-04-22 02:00:00,6884.8 ,3769.7782,-610704.1 ,-0        ,-0          ,26326004 ,0        ,954507.8 ,0           ,1080418.4
275    ,Entry Short,Enter Short,2020-04-22 02:00:00,6884.8 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-04-23 18:00:00,7217.4 ,3785.8275,-1259166.2,-0        ,-0          ,25066838 ,0        ,246078.8 ,0.1         ,3426931
276    ,Entry Long ,Enter Long ,2020-04-23 18:00:00,7217.4 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-05-11 10:00:00,8766.6 ,3299.6149,5111763.5 ,0.2       ,0.2         ,30178602 ,0.4      ,9446138  ,0           ,0.3
277    ,Entry Short,Enter Short,2020-05-11 10:00:00,8766.6 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-05-14 18:00:00,9458.4 ,3409.1138,-2358425  ,-0.1      ,-0.1        ,27820176 ,0.1      ,1965695  ,0.1         ,4024118
278    ,Entry Long ,Enter Long ,2020-05-14 18:00:00,9458.4 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-05-22 02:00:00,9199.6 ,2771.4182,-717243   ,-0        ,-0          ,27102934 ,0.1      ,1357717.8,0.1         ,1824701.8
279    ,Entry Short,Enter Short,2020-05-22 02:00:00,9199.6 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-05-29 02:00:00,9371.6 ,2920.1389,-502263.9 ,-0        ,-0          ,26600670 ,0.1      ,1622429.1,0           ,1242227.1
280    ,Entry Long ,Enter Long ,2020-05-29 02:00:00,9371.6 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-06-12 10:00:00,9447.8 ,2717.4121,207066.8  ,0         ,0           ,26807736 ,0.1      ,2713064.2,0           ,763864.6
281    ,Entry Short,Enter Short,2020-06-12 10:00:00,9447.8 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-06-23 02:00:00,9506.3 ,2810.4585,-164411.8 ,-0        ,-0          ,26643324 ,0.1      ,1525516.9,0           ,933634.3
282    ,Entry Long ,Enter Long ,2020-06-23 02:00:00,9506.3 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-06-25 18:00:00,9249.2 ,2714.5697,-697915.9 ,-0        ,-0          ,25945410 ,0        ,583632.5 ,0.1         ,1395017.4
283    ,Entry Short,Enter Short,2020-06-25 18:00:00,9249.2 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-07-02 10:00:00,9218.5 ,2777.5108,85269.6   ,0         ,0           ,26030678 ,0        ,1212105.8,0           ,245254.2
284    ,Entry Long ,Enter Long ,2020-07-02 10:00:00,9218.5 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-07-03 02:00:00,9114.4 ,2792.8025,-290730.8 ,-0        ,-0          ,25739948 ,0        ,101937.3 ,0           ,790083.8
285    ,Entry Short,Enter Short,2020-07-03 02:00:00,9114.4 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-07-07 02:00:00,9248.3 ,2796.1782,-374408.3 ,-0        ,-0          ,25365540 ,0        ,557278.3 ,0           ,720295.5
286    ,Entry Long ,Enter Long ,2020-07-07 02:00:00,9248.3 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-07-14 18:00:00,9209.6 ,2672.5614,-103428.1 ,-0        ,-0          ,25262112 ,0        ,619232.5 ,0           ,409703.7
287    ,Entry Short,Enter Short,2020-07-14 18:00:00,9209.6 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-07-21 10:00:00,9216.9 ,2715.8986,-19826.1  ,-0        ,-0          ,25242286 ,0        ,510317.3 ,0           ,481800.4
288    ,Entry Long ,Enter Long ,2020-07-21 10:00:00,9216.9 ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-08-12 18:00:00,11492.2,2687.5589,6115003   ,0.2       ,0.2         ,31357288 ,0.3      ,7819990  ,0           ,79.7
289    ,Entry Short,Enter Short,2020-08-12 18:00:00,11492.2,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-08-15 02:00:00,11737.8,2701.2708,-663432.1 ,-0        ,-0          ,30693856 ,0        ,602923.6 ,0           ,1012706.4
290    ,Entry Long ,Enter Long ,2020-08-15 02:00:00,11737.8,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-08-20 18:00:00,11777.4,2571.8087,101843.6  ,0         ,0           ,30795700 ,0.1      ,1910339.5,0           ,433092.6
291    ,Entry Short,Enter Short,2020-08-20 18:00:00,11777.4,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-08-31 02:00:00,11611.5,2588.7164,429468.1  ,0         ,0           ,31225168 ,0.1      ,1701822.1,0           ,316600
292    ,Entry Long ,Enter Long ,2020-08-31 02:00:00,11611.5,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-09-03 18:00:00,11236.6,2641.8457,-990427.9 ,-0        ,-0          ,30234740 ,0        ,1207587.6,0.1         ,2896783.8
293    ,Entry Short,Enter Short,2020-09-03 18:00:00,11236.6,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-09-13 02:00:00,10379  ,2664.8695,2285392   ,0.1       ,0.1         ,32520132 ,0.1      ,3695108  ,0           ,0
294    ,Entry Long ,Enter Long ,2020-09-13 02:00:00,10379  ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-09-22 02:00:00,10602.4,3083.5298,688860.6  ,0         ,0           ,33208992 ,0.1      ,2464357  ,0           ,498915.1
295    ,Entry Short,Enter Short,2020-09-22 02:00:00,10602.4,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-09-26 18:00:00,10703.2,3101.7825,-312659.7 ,-0        ,-0          ,32896332 ,0        ,1451013.9,0           ,721474.6
296    ,Entry Long ,Enter Long ,2020-09-26 18:00:00,10703.2,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-10-02 18:00:00,10561.2,3036.9842,-431251.8 ,-0        ,-0          ,32465082 ,0        ,734342.8 ,0           ,968494.3
297    ,Entry Short,Enter Short,2020-10-02 18:00:00,10561.2,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-10-06 10:00:00,10739.6,3043.5647,-542971.9 ,-0        ,-0          ,31922110 ,0        ,262050.9 ,0           ,737760.1
298    ,Entry Long ,Enter Long ,2020-10-06 10:00:00,10739.6,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-10-08 10:00:00,10631.1,2931.727 ,-318092.4 ,-0        ,-0          ,31604016 ,0        ,54823.3  ,0           ,623285.2
299    ,Entry Short,Enter Short,2020-10-08 10:00:00,10631.1,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-10-08 18:00:00,10690.9,2943.1776,-176002   ,-0        ,-0          ,31428014 ,0        ,268123.5 ,0           ,996265.6
300    ,Entry Long ,Enter Long ,2020-10-08 18:00:00,10690.9,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-11-27 01:00:00,17356  ,2877.9431,19181778  ,0.6       ,0.6         ,50609792 ,0.8      ,25378854 ,0           ,0
301    ,Entry Short,Enter Short,2020-11-27 01:00:00,17356  ,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-11-30 17:00:00,18405.9,2887.8956,-3032001.5,-0.1      ,-0.1        ,47577792 ,0.1      ,2614123  ,0.1         ,7202411.5
302    ,Entry Long ,Enter Long ,2020-11-30 17:00:00,18405.9,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Enter Short,2020-12-09 09:00:00,18465.3,2498.6812,148421.7  ,0         ,0           ,47726212 ,0.1      ,3851967  ,0           ,1294067
303    ,Entry Short,Enter Short,2020-12-09 09:00:00,18465.3,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Short ,Enter Long ,2020-12-14 01:00:00,19082.3,2560.4463,-1579795.4,-0        ,-0          ,46146416 ,0        ,2287246.8,0.1         ,2444458
304    ,Entry Long ,Enter Long ,2020-12-14 01:00:00,19082.3,         ,          ,          ,            ,         ,         ,         ,            ,
       ,Exit Long  ,Open       ,                   ,       ,         ,          ,          ,            ,         ,         ,         ,            ,
